paper_key,doi,title,year,url,sources,source_identifiers,snapshots,categories,tasks,publication_types,abstract
doi:10.3390/robotics13110164,10.3390/robotics13110164,HaptiScan: A Haptically-Enabled Robotic Ultrasound System for Remote Medical Diagnostics,2024,https://doi.org/10.3390/robotics13110164,Crossref; OpenAlex,10.3390/robotics13110164; https://openalex.org/W4404247107,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""journal-article""]","Medical ultrasound is a widely used diagnostic imaging modality that provides real-time imaging at a relatively low cost. However, its widespread application is hindered by the need for expert operation, particularly in remote regional areas where trained sonographers are scarce. This paper presents the development of HaptiScan, a state-of-the-art telerobotic ultrasound system equipped with haptic feedback. The system utilizes a commercially available robotic manipulator, the UR5 robot from Universal Robots, integrated with a force/torque sensor and the Phantom Omni haptic device. This configuration enables skilled sonographers to remotely conduct ultrasound procedures via an internet connection, addressing both the geographic and ergonomic limitations faced in traditional sonography. Key innovative features of the system include real-time force feedback, ensuring that sonographers can precisely control the ultrasound probe from a remote location. The system is further enhanced by safety measures such as over-force sensing, patient discomfort monitoring, and emergency stop mechanisms. Quantitative indicators of the system’s performance include successful teleoperation over long distances with time delays, as demonstrated in simulations. These simulations validate the system’s control methodologies, showing stable performance with force feedback under varying time delays and distances. Additionally, the UR5 manipulator’s precision, kinematic, and dynamic models are mathematically formulated to optimize teleoperation. The results highlight the effectiveness of the proposed system in overcoming the technical challenges of remote ultrasound procedures, offering a viable solution for real-world telemedicine applications."
doi:10.3390/robotics14080100,10.3390/robotics14080100,PRONOBIS: A Robotic System for Automated Ultrasound-Based Prostate Reconstruction and Biopsy Planning,2025,https://doi.org/10.3390/robotics14080100,Crossref,10.3390/robotics14080100,multisource_preferred,Active observational sensing,机器人超声扫描,"[""journal-article""]","This paper presents the PRONOBIS project, an ultrasound-only, robotically assisted, deep learning-based system for prostate scanning and biopsy treatment planning. The proposed system addresses the challenges of precise prostate segmentation, reconstruction and inter-operator variability by performing fully automated prostate scanning, real-time CNN-transformer-based image processing, 3D prostate reconstruction, and biopsy needle position planning. Fully automated prostate scanning is achieved by using a robotic arm equipped with an ultrasound system. Real-time ultrasound image processing utilizes state-of-the-art deep learning algorithms with intelligent post-processing techniques for precise prostate segmentation. To create a high-quality prostate segmentation dataset, this paper proposes a deep learning-based medical annotation platform, MedAP. For precise segmentation of the entire prostate sweep, DAF3D and MicroSegNet models are evaluated, and additional image post-processing methods are proposed. Three-dimensional visualization and prostate reconstruction are performed by utilizing the segmentation results and robotic positional data, enabling robust, user-friendly biopsy treatment planning. The real-time sweep scanning and segmentation operate at 30 Hz, which enable complete scan in 15 to 20 s, depending on the size of the prostate. The system is evaluated on prostate phantoms by reconstructing the sweep and by performing dimensional analysis, which indicates 92% and 98% volumetric accuracy on the tested phantoms. Three-dimansional prostate reconstruction takes approximately 3 s and enables fast and detailed insight for precise biopsy needle position planning."
doi:10.3390/robotics15020037,10.3390/robotics15020037,Patient Acceptability of Automated Robotic Ultrasound by Patient Profile,2026,https://doi.org/10.3390/robotics15020037,Crossref; OpenAlex,10.3390/robotics15020037; https://openalex.org/W7128198968,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""journal-article""]","Robotic ultrasound (US) has emerged as a promising solution to enhance the accuracy, consistency, and accessibility of US examinations. Although many studies have proposed various technologies toward full automation, patient acceptance of the robotic US system has not been discussed. This study explored the patient’s acceptability of robotic US through a questionnaire survey. The 480 participants were asked about their willingness to use a medical facility that offers robotic US examinations. The results showed that the score was 3.61 out of 6, slightly above the average of 3.5. As the reasons for wanting to undergo the robotic US examination, many participants pointed to “time” and “cost”. The most common reason for not wanting to use it was “vague anxiety” that patients feel somewhat anxious and “object anxiety” such as a fear of danger due to malfunction. These negative reasons were relatively low among participants who had found diseases via US examinations and among those who already had experience using robots in medical and nursing care fields. This suggests that patients need to increase their knowledge and experience of US examination and robotics to increase their willingness to use automated robotic US."
doi:10.3390/s22228670,10.3390/s22228670,Force-Sensorless Identification and Classification of Tissue Biomechanical Parameters for Robot-Assisted Palpation.,2022,https://doi.org/10.3390/s22228670,Europe PMC; OpenAlex,MED/36433266; https://openalex.org/W4308872482,epmc_arxiv; multisource_preferred; openalex_legacy,Response-based interactive diagnosis; 响应式交互检测,机器人触诊; 机器人触诊/肿块搜索,"[""research-article"", ""Journal Article""]","The implementation of robotic systems for minimally invasive surgery and medical procedures is an active topic of research in recent years. One of the most common procedures is the palpation of soft tissues to identify their mechanical characteristics. In particular, it is very useful to identify the tissue's stiffness or equivalently its elasticity coefficient. However, this identification relies on the existence of a force sensor or a tactile sensor mounted at the tip of the robot, as well as on measuring the robot velocity. For some applications it would be desirable to identify the biomechanical characteristics of soft tissues without the need for a force/tactile nor velocity sensors. An estimation of such quantities can be obtained by a model-based state observer for which the inputs are only the robot joint positions and its commanded joint torques. The estimated velocities and forces can then be employed for closed-loop force control, force reflection, and mechanical parameters estimation. In this work, a closed-loop force control is proposed based on the estimated contact forces to avoid any tissue damage. Then, the information from the estimated forces and velocities is used in a least squares estimator of the mechanical parameters. Moreover, the estimated biomechanical parameters are employed in a Bayesian classifier to provide further help for the physician to make a diagnosis. We have found that a combination of the parameters of both linear and nonlinear viscoelastic models provide better classification results: 0% misclassifications against 50% when using a linear model, and 3.12% when using only a nonlinear model, for the case in which the samples have very similar mechanical properties."
doi:10.3390/s25020468,10.3390/s25020468,Design of a Cost-Effective Ultrasound Force Sensor and Force Control System for Robotic Extra-Body Ultrasound Imaging.,2025,https://doi.org/10.3390/s25020468,Europe PMC; OpenAlex,MED/39860838; https://openalex.org/W4406406153,epmc_arxiv; multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""research-article"", ""Journal Article""]","Ultrasound imaging is widely valued for its safety, non-invasiveness, and real-time capabilities but is often limited by operator variability, affecting image quality and reproducibility. Robot-assisted ultrasound may provide a solution by delivering more consistent, precise, and faster scans, potentially reducing human error and healthcare costs. Effective force control is crucial in robotic ultrasound scanning to ensure consistent image quality and patient safety. However, existing robotic ultrasound systems rely heavily on expensive commercial force sensors or the integrated sensors of commercial robotic arms, limiting their accessibility. To address these challenges, we developed a cost-effective, lightweight, 3D-printed force sensor and a hybrid position-force control strategy tailored for robotic ultrasound scanning. The system integrates patient-to-robot registration, automated scanning path planning, and multi-sensor data fusion, allowing the robot to autonomously locate the patient, target the region of interest, and maintain optimal contact force during scanning. Validation was conducted using an ultrasound-compatible abdominal aortic aneurysm (AAA) phantom created from patient CT data and healthy volunteer testing. For the volunteer testing, during a 1-min scan, 65% of the forces were within the good image range. Both volunteers reported no discomfort or pain during the whole procedure. These results demonstrate the potential of the system to provide safe, precise, and autonomous robotic ultrasound imaging in real-world conditions."
doi:10.3390/s26051723,10.3390/s26051723,Target Tissue Identification Based on Image Processing for Regulating Automatic Robotic Lung Biopsy Sampler: Onsite Phantom Validation,2026,https://doi.org/10.3390/s26051723,Crossref,10.3390/s26051723,multisource_preferred,Sample-based interactive diagnosis,机器人经皮/芯针活检,"[""journal-article""]","Cancer is one of the global health problems that affects millions of people every year. Biopsies are among the standard methods for detecting and confirming a cancer diagnosis. Performing this study manually poses several challenges due to tissue movement and the difficulty of precisely locating the target, as is often the case in lung biopsies. This study presents the design and implementation of an autonomous image processing algorithm included in a closed-loop controller that drives the activity of a multi-degree-of-freedom (six) robotic manipulator that performs emulated tissue biopsies. A realistic lung motion emulator, based on a two-degree-of-freedom robotic device with a photon emitter (to simulate radiopharmaceutical identification of cancerous tissue), was used to test the proposed automatic biopsy collector. Applying image processing to detect cancer tissue enables the identification of the centroid and tumor boundaries. Using the detected centroid coordinates, the reference trajectory of the end effector (biopsy needle) was automatically determined. A finite-time convergent controller was implemented to guide the robotic manipulator’s motion towards the tumor position within a specified time window. The controller was evaluated using a digital twin representation of the entire robotic system and using an experimental device working on the simulated mobile tumor emulator. Evaluation of simulated tumor detection and reference trajectory tracking effectiveness was used to validate the operation of the proposed automatic robotic lung biopsy sampler. The application of the controller allows one to track the position of the emulated tumor with a deviation of 0.52 mm and a settling time of less than 1 s."
doi:10.3390/s26144452,10.3390/s26144452,A Robotic Ultrasound System for Automated Abdominal Aorta Screening: Feasibility Study in Healthy Volunteers.,2026,https://doi.org/10.3390/s26144452,Europe PMC; OpenAlex,MED/42515336; https://openalex.org/W7168169062,epmc_arxiv; multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""Journal Article""]","Ultrasound is safe, portable, and relatively low cost, and robotic ultrasound research is expanding across many diagnostic applications. Within this context, abdominal aortic aneurysm (AAA) screening remains comparatively unexplored, with few systems reporting end-to-end autonomous scanning and clinician-validated evaluation in volunteers. We present a conditionally autonomous (Level-3) robotic ultrasound system in which the operator defines the region of interest and confirms the target force band, after which the robot performs surface-constrained abdominal sweeps under force control and automatically selects diagnostic frames and estimates aortic diameter without further manual interaction during scanning. The system combines RGB-depth-based patient-to-robot registration, hybrid position-force control with a low-cost force sensor, and a post-acquisition image-analysis pipeline comprising rule-based aorta localisation, a composite image quality assessment (IQA) metric, and a transfer-learned U-Net segmentation baseline. In a feasibility study on ten healthy volunteers spanning BMI 18.6-33 and diverse sex and skin-tone profiles, the robot maintained stable contact within the target force band in all sessions and produced aortic images rated diagnostically acceptable by clinicians in all participants. Automated diameter measurements showed a mean absolute difference of 1.45 mm relative to clinician reference values, with 9/10 cases within 3 mm and all within the 5 mm screening criterion. Volunteer questionnaires indicated high levels of comfort and trust in the system. These results demonstrate the feasibility of operator-supervised, force-aware robotic AAA scanning and highlight the potential of low-cost robotic ultrasound for wider automated vascular imaging."
doi:10.3390/technologies12030033,10.3390/technologies12030033,A Comparison between Kinematic Models for Robotic Needle Insertion with Application into Transperineal Prostate Biopsy,2024,https://doi.org/10.3390/technologies12030033,Crossref,10.3390/technologies12030033,multisource_preferred,Sample-based interactive diagnosis,机器人经皮/芯针活检,"[""journal-article""]","Transperineal prostate biopsy is the most reliable technique for detecting prostate cancer, and robot-assisted needle insertion has the potential to improve the accuracy of this procedure. Modeling the interaction between a bevel-tip needle and the tissue, considering tissue heterogeneity, needle bending, and tissue/organ deformation and movement is a required step to enable robotic needle insertion. Even if several models exist, they have never been compared on experimental grounds. Based on this motivation, this paper proposes an experimental comparison for kinematic models of needle insertion, considering different needle insertion speeds and different degrees of tissue stiffness. The experimental comparison considers automated insertions of needles into transparent silicone phantoms under stereo-image guidance. The comparison evaluates the accuracy of existing models in predicting needle deformation."
doi:10.3390/technologies13020070,10.3390/technologies13020070,Automatic Robotic Ultrasound for 3D Musculoskeletal Reconstruction: A Comprehensive Framework,2025,https://doi.org/10.3390/technologies13020070,Crossref; OpenAlex,10.3390/technologies13020070; https://openalex.org/W4407392146,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""journal-article""]","Musculoskeletal ultrasound (US) imaging faces challenges such as operator experience, limited spatial flexibility, and high personnel costs. This study introduces an Automated Robotic Ultrasound Scanning (ARUS) system that integrates key technological advancements to automate the ultrasound scanning procedure with the robot, including anatomical target localization, automatic trajectory generation, deep-learning-based segmentation, and 3D reconstruction of musculoskeletal structures. The ARUS system consists of a robotic arm, ultrasound imaging, and stereo vision for precise anatomical area detection. A Graphical User Interface (GUI) facilitates a flexible selection of scanning trajectories, improving user interaction and enabling customized US scans. To handle complex and dynamic curvatures on the skin, together with anatomical area detection, the system employs a hybrid position–force control strategy based on the generated trajectory, ensuring stability and accuracy. Additionally, the utilized RA-UNet model offers multi-label segmentation on the bone and muscle tissues simultaneously, which incorporates residual blocks and attention mechanisms to enhance segmentation accuracy and robustness. A custom musculoskeletal phantom was used for validation. Compared to the reference 3D reconstruction result derived from the MRI scan, ARUS achieved a 3D reconstruction root mean square error (RMSE) of 1.22 mm, with a mean error of 0.94 mm and a standard deviation of 0.77 mm. The ARUS system extends 3D musculoskeletal imaging capacity by enabling both bones and muscles to be segmented and reconstructed into 3D shapes in real time and simultaneously. These features suggest significant potential as a cost-effective and reliable option for musculoskeletal examination and diagnosis in real-time applications."
doi:10.34133/cbsystems.0013,10.34133/cbsystems.0013,A Novel Robotic Bronchoscope System for Navigation and Biopsy of Pulmonary Lesions.,2023,https://doi.org/10.34133/cbsystems.0013,Europe PMC,MED/36951809,epmc_arxiv; multisource_preferred,Active observational sensing; 主动观察式检测; 采样式交互检测,内镜搜索/自主巡检; 机器人支气管镜搜索/导航; 机器人穿刺/芯针活检,"[""research-article"", ""Journal Article""]","Transbronchial biopsy sampling, as a minimally invasive method with relatively low risk, has been proved to be a promising treatment in the field of respiratory surgery. Although several robotic bronchoscopes have been developed, it remains a great challenge to balance size and flexibility, while integrating multisensors to realize navigation during complex airway networks. This paper proposes a novel robotic bronchoscope system composed by end effector with relatively small size, relevant actuation unit, and navigation system with path planning and surgical guidance capability. The main part of the end effector is machined by bidirectional groove on a nickel-titanium tube, which can realize bending, rotation, and translation 3 degrees of freedom. A prototype of the proposed robotic bronchoscope system is designed and fabricated, and its performance is tested through several experiments to verify the stiffness, flexibility, and navigation performance. The results show that the proposed system is with good environment adaptiveness, and it can become a promising biopsy method through natural cavity of the human body."
doi:10.34133/cbsystems.0251,10.34133/cbsystems.0251,Robotic Ultrasound Scanning End-Effector with Adjustable Constant Contact Force.,2025,https://doi.org/10.34133/cbsystems.0251,Europe PMC; OpenAlex,MED/40321899; https://openalex.org/W4408403938,epmc_arxiv; multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""Journal Article""]","In modern medical treatment, ultrasound scanning provides a radiation-free medical imaging method for the diagnosis of soft tissues via skin contact. However, the exerted contact force heavily relies on the skill and experience of the operator, which poses great inspection instability. This article reports on a robotic ultrasound scanning system with a constant-force end-effector. Its uniqueness is the introduction of a hybrid active-passive force control approach to maintaining a constant contact force between the ultrasound probe and the continually changing surface. In particular, the passive constant-force mechanism provides strong buffering to the force variation. The active force control system improves flexibility and provides long-stroke positioning. Experimental tests on both silicone models and human volunteers demonstrate the capability of the proposed robotic ultrasound scanning system for obtaining qualified ultrasound images with high repeatability. Moreover, the ease of operation of the robotic US scanning system is verified. This work provides a promising method to assist doctors in conducting better and cushier ultrasound scanning imaging."
doi:10.36227/techrxiv.172263038.89626821/v1,10.36227/techrxiv.172263038.89626821/v1,All-Ultrasound-Guided Path Planning for Robotic Pedicle Screw Placement,2024,https://doi.org/10.36227/techrxiv.172263038.89626821/v1,Crossref,10.36227/techrxiv.172263038.89626821/v1,multisource_preferred,Active observational sensing,机器人超声扫描,"[""posted-content""]","Pedicle screw placement (PSP) is a challenging procedure in spine surgery, due to poor visualization of the vertebrae and blood vessels. This has led to the development of navigation systems that improve safety and clinical outcomes. Navigation further enabled minimal invasive approaches for PSP. Current navigation systems require a preoperative computed tomography (CT) scan, followed by manual planning by the surgeon to decide screw trajectories. Intraoperative fluoroscopy imaging may be employed to register the preoperative plan with the patient's anatomy frame or even design screw trajectory planning in real-time for each pedicle individually. This is a rather lengthy procedure that involves harmful radiation to which the surgeon is exposed repeatedly. This article explores a novel approach for PSP guidance that replaces manual planning while solely relying on 3D ultrasound (US) reconstruction, hence reducing the need for radiation. Based on an intraoperative US reconstruction, a set of anatomical landmarks of the spine are identified. Subsequently, a coordinate frame is computed per vertebra. The screw path is then generated automatically using the learned relations between the landmarks and optimal screw paths. A five-fold cross-validation is conducted on the posterior surface of CT spine data involving 90 PSP paths. The algorithm is then tested on another 50 PSP paths of the 3D-printed spine phantoms corresponding to human spine CT data. Results show that for 4 mm and 6 mm diameter screws, 98% and 84% of the computed trajectories are within the required surgical precision, respectively. Using the US-based path planning led to-0.34 ± 3.66 • and-0.45 ± 4.32 • orientation errors in the sagittal and axial planes, respectively."
doi:10.36227/techrxiv.23599437,10.36227/techrxiv.23599437,Path Re-planning for Robotic Ultrasound Imaging of Bony Structures,2023,https://doi.org/10.36227/techrxiv.23599437,Crossref; OpenAlex,10.36227/techrxiv.23599437; https://openalex.org/W4383820524,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""posted-content""]","Ultrasound (US) scanning has become increasingly popular in the medical industry as it provides radiation-free, compact and real time imaging solutions for diagnosis and intraoperative navigation during interventions such as pedicle screw placement (PSP). Robotic ultrasound scanning systems have shown to increase the imaging quality by maintaining constant contact between the US probe and the skin surface. To image bones, US waves travel through the skin and reflect or deflect on the bone depending on the inclination of the surface. Reflection and hence intensity of the image is maximal when the incident US wave is perpendicular to the bone surface. Therefore, optimising the orientation of the US probe with respect to the underlying anatomy could be especially beneficial in visualising complex bony structures such as the lumbar spine in which features such as the spinous process are rarely visualised when scanning at an angle perpendicular to the skin. Therefore, this abstract presents a robotic path planning approach that optimises the orientation of the US probe to maximise the ultrasound image quality and hence the resulting 3D reconstructions of complex bony structures such as the lumbar spine."
doi:10.4028/www.scientific.net/amm.772.585,10.4028/www.scientific.net/amm.772.585,A Virtual Reality System for Pre-Planning of Robotic-Assisted Prostate Biopsy,2015,https://doi.org/10.4028/www.scientific.net/amm.772.585,Crossref; OpenAlex,10.4028/www.scientific.net/amm.772.585; https://openalex.org/W2245652044,multisource_preferred; openalex_legacy,Sample-based interactive diagnosis; 采样式交互检测,机器人穿刺/芯针活检; 机器人经皮/芯针活检,"[""journal-article""]",Surgical robots for biopsy procedure require pre-operative planning of trajectories prior to be used for needle guiding procedures. Virtual Reality (VR) technologies allow to simulate robotic biopsy procedure and to generate accurate needle trajectories that avoid vital organs. The paper presents a serial robot which can be used for biopsy procedure and a needle trajectory planning software based on VR technologies. A virtual environment has been modelled and simulations for robotic-assisted biopsy of the prostate have been performed.
doi:10.4271/2026-99-0751,10.4271/2026-99-0751,Adaptive Speed-Regulated Impedance Control for Robotic Ultrasound Scanning: Reducing Constant-Force Tracking Errors,2026,https://doi.org/10.4271/2026-99-0751,Crossref; OpenAlex,10.4271/2026-99-0751; https://openalex.org/W7161167879,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""proceedings-article""]","Robotic ultrasound scanning technology is a research hotspot in the field of medical imaging, and can achieve standardized and high-precision data acquisition. However, large force tracking errors occur during scanning, especially in complex human tissues, which can severely degrade image quality and diagnostic accuracy. Therefore, we propose an adaptive speed-regulated impedance control strategy to address this challenge, which innovatively combines the spline real-time interpolation and impedance control for constant force tracking. Firstly, the discrete ultrasound scanning paths are fitted to generate a smooth and synchronized interpolation trajectory. Then, the speed of the reference trajectory is adjusted in real time based on the Taylor formula to reduce the force tracking error. Experimental verification was conducted, and the results showed that the force tracking error increases with the increase of trajectory speed. In addition, at high speeds (e.g., 10 mm/s), the mean/variance of the force tracking error of the proposed method (0.3067N/0.2784) is reduced by 31.1%/37.4% respectively compared with the mean/variance of the traditional impedance control (0.4452N/0.4448), fully demonstrating the effectiveness of the proposed control strategy."
doi:10.52202/083074-0015,10.52202/083074-0015,Proof-Of-Concept Autonomous Wearable Ultrasound Platform for Enhanced Medical Imaging in Space Missions,2025,https://doi.org/10.52202/083074-0015,Crossref,10.52202/083074-0015,multisource_preferred,Active observational sensing,机器人超声扫描,"[""proceedings-article""]",
doi:10.54844/mr.2023.0488,10.54844/mr.2023.0488,Advancing robotic prostate biopsy through artificial intelligence,2024,https://doi.org/10.54844/mr.2023.0488,Crossref,10.54844/mr.2023.0488,multisource_preferred,Sample-based interactive diagnosis,机器人经皮/芯针活检,"[""journal-article""]","Robotic-assisted prostate biopsy procedures may revolutionize the field of urology by providing improved accuracy, precision, and patient comfort, together with early cancer detection and treatment. This article delves into the integration of artificial intelligence (AI) in the robotic system to further enhance the efficacy and efficiency of these biopsies. AI algorithms are employed for various crucial aspects of the procedure, including target localization, image fusion, needle trajectory planning, and real-time feedback. In this article, we explore the utilization of AI-driven image processing for the identification of the prostate in pre-operative and intra-operative images with the purpose of the automation of the image fusion process, as well as the identification and localization of prostate lesions. The use of a robot and AI aid in creating an intra-operative model of the prostate, facilitating precise biopsy needle placement. Furthermore, real-time AI feedback is used to track the movement of the target and to update the image fusion instantaneously. AI algorithms provide immediate guidance, alerting clinicians to any deviations from the planned trajectory, thus minimizing the risk of complications. We discuss the potential challenges and ethical considerations associated with AI integration in robotic prostate biopsy, including data privacy, transparency, and the importance of maintaining clinician expertise. Additionally, the article highlights ongoing research and development in the field, shedding light on the promising future of AI in prostate biopsy. In conclusion, the integration of artificial intelligence in robotic prostate biopsy is poised to transform the field, optimizing the diagnostic process, and improving patient outcomes. This article offers valuable insights into the current state and future prospects of AI-driven advancements in prostate biopsy procedures."
doi:10.5772/intechopen.105069,10.5772/intechopen.105069,Learning Robotic Ultrasound Skills from Human Demonstrations,2022,https://doi.org/10.5772/intechopen.105069,Crossref,10.5772/intechopen.105069,multisource_preferred,Active observational sensing,机器人超声扫描,"[""book-chapter""]","Robotic ultrasound system plays a vital role in assisting or even replacing sonographers in some cases. However, modeling and learning ultrasound skills from professional sonographers are still challenging tasks that hinder the development of ultrasound systems’ autonomy. To solve these problems, we propose a learning-based framework to acquire ultrasound scanning skills from human demonstrations1. First, ultrasound scanning skills are encapsulated into a high-dimensional multi-modal model, which takes ultrasound images, probe pose, and contact force into account. The model’s parameters can be learned from clinical ultrasound data demonstrated by professional sonographers. Second, the target function of autonomous ultrasound examinations is proposed, which can be solved roughly by the sampling-based strategy. The sonographers’ ultrasound skills can be represented by approximating the limit of the target function. Finally, the robustness of the proposed framework is validated with the experiments on ground-true data from sonographers."
doi:10.5946/ce.2020.127,10.5946/ce.2020.127,A New Active Locomotion Capsule Endoscopy under Magnetic Control and Automated Reading Program,2020,https://doi.org/10.5946/ce.2020.127,Crossref,10.5946/ce.2020.127,multisource_preferred,Active observational sensing,磁控/主动胶囊内镜巡检,"[""journal-article""]",
doi:10.64898/2025.12.17.694846,10.64898/2025.12.17.694846,Closing the Sim-to-Real Gap: An End-to-End Robotic Ultrasound System Leveraging In Vivo Reinforcement Learning and 3D-Prior Guided Hybrid Control,2025,https://doi.org/10.64898/2025.12.17.694846,Europe PMC; OpenAlex,PPR/PPR1230820; https://openalex.org/W4417518303,multisource_preferred; openalex_legacy,Active observational sensing; 主动观察式检测,机器人超声; 机器人超声扫描,"[""Preprint""]","Abdominal ultrasound is a crucial first-line diagnostic tool, yet its efficacy is inherently constrained by a strong dependency on operator skill, leading to significant inter-operator variability and limiting its widespread adoption. While robotic ultrasound systems with artificial intelligence have emerged to mitigate this, current approaches face critical limitations: they often rely on simulated or phantom data for training, which hampers generalizability, and employ control strategies that lack the flexibility to adapt to complex human anatomy. To address these challenges, this paper introduces a novel, end-to-end robotic system for autonomous abdominal scanning. Our methodology is systematic: it begins with coarse scan planning via RGB and 3D point cloud-based localization of key anatomical landmarks (e.g., xiphoid process). The core of our approach involves training a reinforcement learning scanning policy directly on live human volunteers, enabling the development of a strategy that is robust to anatomical diversity. This high-level policy is executed by a sophisticated hybrid force-position controller, enhanced with real-time normal vector calibration and 3D point cloud-based respiratory phase detection to dynamically adjust contact force, particularly during inspiration. This innovation proves critical for improving scan quality in subjects with higher Body Mass Index (BMI). Extensive validation against expert sonographers demonstrates that our system achieves high precision in standard plane recognition and superior scanning efficiency. Furthermore, to holistically assess performance where standard planes are difficult to acquire, we introduce a 3D reconstruction-based coverage metric. Results confirm that our system delivers strong adaptability and significantly improved consistency, marking a substantial step toward clinically viable, operator-independent ultrasound robotics."
doi:10.64898/2026.05.15.725366,10.64898/2026.05.15.725366,Automated robotic control system for EEG-BCI-guided closed-loop TMS,2026,https://doi.org/10.64898/2026.05.15.725366,Crossref; Europe PMC; OpenAlex,10.64898/2026.05.15.725366; PPR/PPR1235731; https://openalex.org/W7161636771,epmc_arxiv; multisource_preferred; openalex_legacy,Response-based interactive diagnosis; 响应式交互检测,机器人神经刺激—响应映射; 机器人神经刺激—响应检测,"[""posted-content""]","Abstract Brain-state-guided and closed-loop transcranial magnetic stimulation (TMS) protocols have emerged as methods for decreasing the variability and increasing the therapeutic effectiveness of stimulation protocols. However, most existing brain-state-dependent TMS systems only control the timing of stimulation, while the location is fixed and manually adjusted between blocks or sessions. This limits flexible targeting of distributed networks. We developed a system that jointly manages TMS pulse timing and location automatically controlled by an electroencephalography (EEG)-based brain– computer interface (BCI). A machine-learning algorithm infers the brain state in real time to guide the robotic coil placement and target. We present a proof-of-concept study in which a BCI controlled both the target site and the timing of TMS. A pre-trained convolutional neural network discriminated between resting state and movements performed with the right or left hand; the classifier output determined the hemisphere in which primary-motor-cortex hand area was stimulated and when. Preprocessing and decoding of 2-s EEG segments required 150 ms, and the robot took 7.5 s to move from the vertex home position to the predefined motor targets. The EEG-BCI-guided robotic TMS system expands the toolkit for brain-state-dependent and closed-loop neurostimulation by enabling control of stimulus location based on volitional brain activity. Thus, the system can benefit both neuroscience research and clinical neuromodulation applications. A prominent application of the system is automatically controlling spinal cord injury or motor disorder TMS rehabilitation with motor imagery, optimizing stimulation timing to the brain state producing optimal rehabilitation results."
doi:10.70322/ire.2026.10003,10.70322/ire.2026.10003,Development of a Hand Spasticity Testing Device for Quantitative Wrist Spasticity Assessment and Automated Evaluation of the Modified Tardieu Scale,2026,https://doi.org/10.70322/ire.2026.10003,Crossref,10.70322/ire.2026.10003,multisource_preferred,Response-based interactive diagnosis,机器人被动活动度/肌张力评估,"[""journal-article""]",
doi:10.7736/kspe.2016.33.7.565,10.7736/kspe.2016.33.7.565,Characteristics of Needle Insertion Performance of Automated Biopsy Device for Robotic Needle Insertion Type Intervention: Insertion Depth and Accuracy,2016,https://doi.org/10.7736/kspe.2016.33.7.565,Crossref,10.7736/kspe.2016.33.7.565,multisource_preferred,Sample-based interactive diagnosis,机器人经皮/芯针活检,"[""journal-article""]",
doi:10.7746/jkros.2023.18.2.164,10.7746/jkros.2023.18.2.164,Development of Multi-DoF Automatic Nasopharyngeal Swab Sampling Robot,2023,https://doi.org/10.7746/jkros.2023.18.2.164,Crossref,10.7746/jkros.2023.18.2.164,multisource_preferred,Sample-based interactive diagnosis,机器人拭子/腔道标本采集,"[""journal-article""]",
doi:10.7863/jum.2007.26.5.645,10.7863/jum.2007.26.5.645,Automated ultrasound scanning on a dual-modality breast imaging system: coverage and motion issues and solutions.,2007,https://doi.org/10.7863/jum.2007.26.5.645,Europe PMC,MED/17460006,multisource_preferred,Active observational sensing,机器人超声扫描,"[""Research Support, Non-U.S. Gov't"", ""Evaluation Study"", ""Journal Article"", ""Research Support, N.I.H., Extramural""]","Objective We are developing an automated ultrasound imaging-mammography system wherein a digital mammography unit has been augmented with a motorized ultrasound transducer carriage above a special compression paddle. Challenges of this system are acquiring complete coverage of the breast and minimizing motion. We assessed these problems and investigated methods to increase coverage and stabilize the compressed breast. Methods Visual tracings of the breast-to-paddle contact area and breast periphery were made for 10 patients to estimate coverage area. Various motion artifacts were evaluated in 6 patients. Nine materials were tested for coupling the paddle to the breast. Fourteen substances were tested for coupling the transducer to the paddle in lateral-to-medial and medial-to-lateral views and filling the gap between the peripheral breast and paddle. In-house image registration software was used to register adjacent ultrasound sweeps. Results The average breast contact area was 56%. The average percentage of the peripheral air gap filled with ultrasound gel was 61%. Shallow patient breathing proved equivalent to breath holding, whereas speech and sudden breathing caused unacceptable artifacts. An adhesive spray that preserves image quality was found to be best for coupling the breast to the paddle and minimizing motion. A highly viscous ultrasound gel proved most effective for coupling the transducer to the paddle for lateral-to-medial and medial-to-lateral views and for edge fill-in. Conclusions The challenges of automated ultrasound scanning in a multimodality breast imaging system have been addressed by developing methods to fill in peripheral gaps, minimize patient motion, and register and reconstruct multisweep ultrasound image volumes."
