title,year,publication_date,doi,pmid,url,venue,cited_by_count,primary_task,task_en,task_zh,evidence_tier,source_dbs,source_ids
Robotic ultrasound manipulator : calibration of position and orientation measurement system,2009,2009-01-01,,,https://openalex.org/W1491693950,DSpace@MIT (Massachusetts Institute of Technology),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W1491693950
Robotic ultrasound‐guided prostate intervention device: system description and results from phantom studies,2009,2009-01-14,10.1002/rcs.232,19145573.0,https://doi.org/10.1002/rcs.232,International Journal of Medical Robotics and Computer Assisted Surgery,40,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:19145573; W2069830404
Use of sonographic elastography of the masseter muscles for optimizing massage pressure: a preliminary study,2009,2009-07-07,10.1111/j.1365-2842.2009.01977.x,,https://doi.org/10.1111/j.1365-2842.2009.01977.x,Journal of Oral Rehabilitation,49,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2084226750
Performance analysis of medical video streaming over mobile WiMAX.,2010,2010-01-01,10.1109/iembs.2010.5627833,21097263.0,https://doi.org/10.1109/iembs.2010.5627833,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),Europe PMC,MED:21097263
ROBOTIC ULTRASOUND SYSTEM WITH MICROADJUSTMENT AND POSITIONING CONTROL USING FEEDBACK RESPONSIVE TO ACQUIRED IMAGE DATA,2010,2008-12-08,,,,,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),Europe PMC,PAT:EP2219528; PAT:US2010262008; PAT:WO2009074948
SU‐HH‐BRB‐09: Real‐Time Soft‐Tissue Imaging Concurrent with External Beam Radiation Therapy Delivery,2010,2010-06-01,10.1118/1.3469027,,https://doi.org/10.1118/1.3469027,Medical Physics,1,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2075219912
TU‐D‐BRA‐03: Real‐Time‐Image Guidance in Radiation Therapy: Is There a Role for Ultrasound Imaging?,2010,2010-06-01,10.1118/1.3469249,,https://doi.org/10.1118/1.3469249,Medical Physics,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2059237371
Telerobotic system concept for real‐time soft‐tissue imaging during radiotherapy beam delivery,2010,2010-11-22,10.1118/1.3515457,21302793.0,https://doi.org/10.1118/1.3515457,Medical Physics,69,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,W2064795039; MED:21302793
Design of the needle-driven robot for radio frequency ablation therapy based on ultrasound navigation,2011,2011-01-01,10.1504/ijcat.2011.043886,,https://doi.org/10.1504/ijcat.2011.043886,International Journal of Computer Applications in Technology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W1977033588
Image-based Approach to Respiratory Gating for Liver Radiotherapy using a Telerobotic Ultrasound System,2011,2011-10-01,10.1016/j.ijrobp.2011.06.250,,https://doi.org/10.1016/j.ijrobp.2011.06.250,International Journal of Radiation Oncology*Biology*Physics,4,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2131704460
In Vivo Tissue Displacement Monitoring for Prostate IGRT Using a Telerobotic Ultrasound System,2011,2011-10-01,10.1016/j.ijrobp.2011.06.1427,,https://doi.org/10.1016/j.ijrobp.2011.06.1427,International Journal of Radiation Oncology*Biology*Physics,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2111267142
Localized but Biochemicaly Progressing Prostate Cancer Under Long-Term Hormonal Ablation Treated by Therapeutic High-Intensity Focal Robotic Ultrasound,2011,2011-07-28,10.1016/j.ultrasmedbio.2011.05.333,,https://doi.org/10.1016/j.ultrasmedbio.2011.05.333,Ultrasound in Medicine & Biology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2000037819
ROBOT CALIBRATION FOR PRECISE ULTRASOUND IMAGE ACQUISITION,2011,2011-01-01,,,https://openalex.org/W2741552286,,1,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2741552286
Robotic partial nephrectomy: surgical technique,2011,2011-09-01,10.1111/j.1464-410x.2011.10457.x,,https://doi.org/10.1111/j.1464-410x.2011.10457.x,British Journal of Urology,48,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W1889604576
Robotic ultrasound volume modeling for breast cancer screening,2011,2011-01-01,,,https://openalex.org/W1560592916,Human Biology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W1560592916
SU‐D‐220‐01: Hybrid X‐Ray/Ultrasound Imaging Approach for Patient Positioning and Real‐Time Tracking in IGRT,2011,2011-06-01,10.1118/1.3611549,,https://doi.org/10.1118/1.3611549,Medical Physics,2,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2057583673
SU‐D‐220‐03: Inter‐ and Intra‐Fraction Verification with Integrated On‐Board Xray CBCT and 3D Ultrasound Imaging: A Feaibility Study,2011,2011-06-01,10.1118/1.3611551,,https://doi.org/10.1118/1.3611551,Medical Physics,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2025631912
WE‐D‐220‐01: Tissue Displacement Monitoring for Prostate and Liver IGRT Using a Robotically‐Controlled Ultrasound System,2011,2011-06-01,10.1118/1.3613355,,https://doi.org/10.1118/1.3613355,Medical Physics,7,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W1970413446
55 REAL TIME IMAGE GUIDED RADIOTHERAPY FOR PANCREATIC TUMORS – THE CONCEPT OF DUAL MODALITY MONITORING USING KV-CBCT AND ROBOT ASSISTED ULTRASOUND IMAGING,2012,2012-03-01,10.1016/s0167-8140(12)70037-3,,https://doi.org/10.1016/s0167-8140(12)70037-3,Radiotherapy and Oncology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W1990642471
Novel stand-off pads for ultrasound-CT registration and elastography,2012,2012-01-01,10.14288/1.0072635,,https://doi.org/10.14288/1.0072635,cIRcle (University of British Columbia),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2286865197
Online Image-based Monitoring of Soft-tissue Displacements for Radiation Therapy of the Prostate,2012,2012-01-26,10.1016/j.ijrobp.2011.10.049,22285664.0,https://doi.org/10.1016/j.ijrobp.2011.10.049,International Journal of Radiation Oncology*Biology*Physics,21,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:22285664; W2145037204
Robotic ultrasound probe for tumor identification in robotic partial nephrectomy: Initial series and outcomes,2012,2012-08-26,10.1111/j.1442-2042.2012.03127.x,22925445.0,https://doi.org/10.1111/j.1442-2042.2012.03127.x,International Journal of Urology,79,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:22925445; W1536645843
Ultrasound elastography as a tool for imaging guidance during prostatectomy: Initial experience,2012,2012-01-01,10.12659/msm.883540,,https://doi.org/10.12659/msm.883540,Medical Science Monitor,11,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2054359084
An optical tracker based robot registration and servoing method for ultrasound guided percutaneous renal access,2013,2013-01-01,10.1186/1475-925x-12-47,23705678.0,https://doi.org/10.1186/1475-925x-12-47,BioMedical Engineering OnLine,22,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:23705678; W2138818392; W2424230771
Comparison of Robotic and Laparoscopic Ultrasound Probes for Robotic Partial Nephrectomy,2013,2013-03-19,10.1089/end.2012.0528,23510382.0,https://doi.org/10.1089/end.2012.0528,Journal of Endourology,47,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,W2072746638; MED:23510382
First Robotic Ultrasound-Guided Nerve Blocks in Humans Using the Magellan System,2013,2013-01-08,10.1213/ane.0b013e3182713b49,23302984.0,https://doi.org/10.1213/ane.0b013e3182713b49,Anesthesia & Analgesia,41,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:23302984; W2791241606
Position Control of Ultrasound Transducer by Parallel Link Robot for Ultrasonic Therapy in Blood Vessel,2013,2013-01-01,10.14326/abe.2.117,,https://doi.org/10.14326/abe.2.117,Advanced Biomedical Engineering,13,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2010950089
Robotic Ultrasound Beneficial for Robotic Partial Nephrectomy,2013,2013-08-12,,,https://openalex.org/W2943389801,,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2943389801
Robotic Ultrasound Guidance by B-scan Plane Positioning Control,2013,2013-01-01,10.1016/j.procir.2013.01.020,,https://doi.org/10.1016/j.procir.2013.01.020,Procedia CIRP,9,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W1988346369
Robotic Ultrasound Shows Potential for Improvements in Kidney Cancer Surgery,2013,2013-09-26,10.1097/jce.0b013e3182a7c0c6,,https://doi.org/10.1097/jce.0b013e3182a7c0c6,Journal of Clinical Engineering,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2333595290
Robotic ultrasound and needle guidance for prostate cancer management,2013,2013-11-20,10.1097/mou.0000000000000011,24257431.0,https://doi.org/10.1097/mou.0000000000000011,Current Opinion in Urology,33,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:24257431; W1972003883
Robotic ultrasound probe OK for partial nephrectomy,2013,2013-04-09,10.1038/nrurol.2013.73,,https://doi.org/10.1038/nrurol.2013.73,Nature Reviews Urology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4255550215
Robotic ultrasound probe handling auxiliary by active compliance control,2013,2013-03-27,10.1080/01691864.2013.776941,,https://doi.org/10.1080/01691864.2013.776941,Advanced Robotics,10,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2015400603
Robotic ultrasound systems in medicine,2013,2013-03-01,10.1109/tuffc.2013.2593,23475917.0,https://doi.org/10.1109/tuffc.2013.2593,IEEE Transactions on Ultrasonics Ferroelectrics and Frequency Control,149,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:23475917; W2040921290
"Robotic-Assisted, Ultrasound-Guided Abdominal Cerclage During Pregnancy: Overcoming Minimally Invasive Surgery Limitations?",2013,2013-03-16,10.1016/j.jmig.2013.01.001,,https://doi.org/10.1016/j.jmig.2013.01.001,Journal of Minimally Invasive Gynecology,24,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W1986352912
Suivi des vaisseaux sanguins en temps réel à partir d’images ultrasonores mode-B et reconstruction 3D : application à la caractérisation des sténoses artérielles,2013,2013-03-01,10.71781/30483,,https://doi.org/10.71781/30483,Papyrus : Institutional Repository (Université de Montréal),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2291684989
The First Robotic Abdominal Cervical Cerclage in Pregnancy,2013,2013-04-10,,,https://openalex.org/W2938997895,,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2938997895
Towards ultrasound probe positioning optimization during prostate needle biopsy using pressure feedback,2013,2013-05-04,10.1007/s11548-013-0898-3,23645369.0,https://doi.org/10.1007/s11548-013-0898-3,International Journal of Computer Assisted Radiology and Surgery,1,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:23645369; W2023910542
Ultrasound Probe and Needle-Guide Calibration for Robotic Ultrasound Scanning and Needle Targeting,2013,2013-01-21,10.1109/tbme.2013.2241430,23358940.0,https://doi.org/10.1109/tbme.2013.2241430,IEEE Transactions on Biomedical Engineering,52,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:23358940; W2172221059
"Elastography Using Multi-Stream GPU: An Application to Online Tracked Ultrasound Elastography, In-Vivo and the da Vinci Surgical System",2014,2014-12-26,10.1371/journal.pone.0115881,,https://doi.org/10.1371/journal.pone.0115881,PLoS ONE,10,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2086819342
Feasibility of Intercity and Trans-Atlantic Telerobotic Remote Ultrasound,2014,2014-08-01,10.1016/j.jcmg.2014.03.014,25124012.0,https://doi.org/10.1016/j.jcmg.2014.03.014,JACC. Cardiovascular imaging,41,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,W77702273; MED:25124012
Patient-mounted Robot for 2D Ultrasound Probe Scanning using McKibben Artificial Muscles,2014,2014-01-01,10.14326/abe.3.130,,https://doi.org/10.14326/abe.3.130,Advanced Biomedical Engineering,3,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2054908833
Robot-assisted ultrasound imaging: Overview and development of a parallel telerobotic system,2014,2014-12-25,10.3109/13645706.2014.992908,25540071.0,https://doi.org/10.3109/13645706.2014.992908,Minimally Invasive Therapy & Allied Technologies,59,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:25540071; W1989849962
Robotic nephrolithotomy and pyelolithotomy with utilization of the robotic ultrasound probe,2014,2014-01-01,10.1590/s1677-5538.ibju.2014.01.19,24642160.0,https://doi.org/10.1590/s1677-5538.ibju.2014.01.19,International braz j urol,26,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,W1918844554; MED:24642160
"Tele-operated ultrasound scans using a robotic probe and an ADSL or satellite link. Application to abdominal, pelvic, vascular, fetal and cardiac organs",2014,2014-03-01,10.1016/j.eurtel.2014.01.012,,https://doi.org/10.1016/j.eurtel.2014.01.012,European Research in Telemedicine / La Recherche Européenne en Télémédecine,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2067928231
WE-G-BRF-09: Force- and Image-Adaptive Strategies for Robotised Placement of 4D Ultrasound Probes,2014,2014-05-29,10.1118/1.4889502,,https://doi.org/10.1118/1.4889502,Medical Physics,9,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2089876508
A Robotic Ultrasound Scanner for Automatic Vessel Tracking and Three-Dimensional Reconstruction of B-Mode Images,2015,2015-11-09,10.1109/tuffc.2015.2499084,26571522.0,https://doi.org/10.1109/tuffc.2015.2499084,IEEE Transactions on Ultrasonics Ferroelectrics and Frequency Control,54,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,W2215544116; MED:26571522
Feasibility of Robotic Ultrasound Palpation.,2015,2015-01-01,,,https://openalex.org/W2578182449,CURAC,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2578182449
Hand-Eye Calibration of a Robot- UltraSound Probe System without any 3D Localizers,2015,2015-12-04,,,https://openalex.org/W4296246814,,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4296246814
MO‐DE‐210‐07: Investigation of Treatment Interferences of a Novel Robotic Ultrasound Radiotherapy Guidance System with Clinical VMAT Plans for Liver SBRT Patients,2015,2015-06-01,10.1118/1.4925372,,https://doi.org/10.1118/1.4925372,Medical Physics,1,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W1024819418
"MP17-02 DEVELOPING A PROTOTYPE FOR AN AUTOMATED, LOW-COST 3D ULTRASOUND SCANNER FOR DEDICATED UROLOGICAL APPLICATIONS",2015,2015-03-31,10.1016/j.juro.2015.02.844,,https://doi.org/10.1016/j.juro.2015.02.844,The Journal of Urology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2009656811
Pipeline Inspection for Corrosion using a Mobile Robotic Systems,2015,2015-12-31,10.35840/2631-5106/4101,,https://doi.org/10.35840/2631-5106/4101,International Journal of Robotic Engineering,9,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2956596924
Real-Time Classification of Hand Motions Using Ultrasound Imaging of Forearm Muscles,2015,2015-11-05,10.1109/tbme.2015.2498124,,https://doi.org/10.1109/tbme.2015.2498124,IEEE Transactions on Biomedical Engineering,159,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2342969844
"TU‐A‐304‐00: Imaging, Treatment Planning, and QA for Stereotactic Body Radiation Therapy (SBRT)",2015,2015-06-01,10.1118/1.4925495,,https://doi.org/10.1118/1.4925495,Medical Physics,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W1146122904
TU‐A‐304‐01: Introduction and Workflow of Image‐Guided SBRT,2015,2015-06-01,10.1118/1.4925496,,https://doi.org/10.1118/1.4925496,Medical Physics,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W1419925549
"TU‐A‐304‐02: Treatment Simulation, Planning and Delivery for SBRT",2015,2015-06-01,10.1118/1.4925497,,https://doi.org/10.1118/1.4925497,Medical Physics,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W972690415
"TU‐A‐304‐03: Quality Assurance, Safety, and Other Practical Aspects of SBRT",2015,2015-06-01,10.1118/1.4925498,,https://doi.org/10.1118/1.4925498,Medical Physics,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W1463672949
An Ultrasound Robotic System Using the Commercial Robot UR5,2016,2016-02-05,10.3389/frobt.2016.00001,,https://doi.org/10.3389/frobt.2016.00001,Frontiers in Robotics and AI,158,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2254101695
Co-robotic Ultrasound Tomography: A New Paradigm for Quantitative Ultrasound Imaging,2016,2016-10-28,,,https://openalex.org/W2619331882,,2,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2619331882
Dual-robot ultrasound-guided needle placement: closing the planning-imaging-action loop,2016,2016-04-20,10.1007/s11548-016-1408-1,27097600.0,https://doi.org/10.1007/s11548-016-1408-1,International Journal of Computer Assisted Radiology and Surgery,64,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:27097600; W2336652059
Enabling technologies for robot assisted ultrasound tomography,2016,2016-03-30,10.1002/rcs.1746,27028676.0,https://doi.org/10.1002/rcs.1746,International Journal of Medical Robotics and Computer Assisted Surgery,6,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:27028676; W2318765331
In Situ Mechanical Characterization of Multilayer Soft Tissue Using Ultrasound Imaging,2016,2016-12-24,10.1109/tbme.2016.2644651,,https://doi.org/10.1109/tbme.2016.2644651,IEEE Transactions on Biomedical Engineering,16,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2565624473
Quality-driven control of a robotized ultrasound probe,2016,2016-12-12,10.70675/1f3347f2zce12z4c73zbc69zda0b29ba2b35,,https://doi.org/10.70675/1f3347f2zce12z4c73zbc69zda0b29ba2b35,mediaTUM – the media and publications repository of the Technical University Munich (Technical University Munich),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2597305883; W7147139467
Relating Robotic- and Ultrasound-Based Techniques for Characterizing the Effects of Changes in Muscle Properties Following Stroke,2016,2016-01-01,,,https://openalex.org/W2753532503,Research Repository (Delft University of Technology),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2753532503
Robot-assisted ultrasound scanning system based on Kinect,2016,2016-01-01,,,https://openalex.org/W2393676954,Computer Engineering and Science,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2393676954
"Robotic Ultrasound: View Planning, Tracking, and Automatic Acquisition of Transesophageal Echocardiography",2016,2016-11-07,10.1109/mra.2016.2580478,,https://doi.org/10.1109/mra.2016.2580478,IEEE Robotics & Automation Magazine,35,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2555681516
Robotic ultrasound-guided SBRT of the prostate: feasibility with respect to plan quality,2016,2016-07-12,10.1007/s11548-016-1455-7,27406743.0,https://doi.org/10.1007/s11548-016-1455-7,International Journal of Computer Assisted Radiology and Surgery,18,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:27406743; W2472933288
SU‐G‐JeP3‐08: Robotic System for Ultrasound Tracking in Radiation Therapy,2016,2016-06-01,10.1118/1.4957073,,https://doi.org/10.1118/1.4957073,Medical Physics,2,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2465521588
Teleoperated Echograph and Probe Transducer for Remote Ultrasound Investigation on Isolated Patients (Study of 100 Cases),2016,2016-01-07,10.1089/tmj.2015.0186,,https://doi.org/10.1089/tmj.2015.0186,Telemedicine Journal and e-Health,34,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2234489554
The role of intraoperative ultrasound in small renal mass robotic enucleation,2016,2016-12-30,10.4081/aiua.2016.4.311,28073200.0,https://doi.org/10.4081/aiua.2016.4.311,Archivio Italiano di Urologia e Andrologia,9,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:28073200; W2581266335
Towards MRI-Based Autonomous Robotic US Acquisitions: A First Feasibility Study,2016,2016-10-24,10.1109/tmi.2016.2620723,27831861.0,https://doi.org/10.1109/tmi.2016.2620723,IEEE Transactions on Medical Imaging,220,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,W2503967141; MED:27831861
3D ultrasound registration-based visual servoing for neurosurgical navigation,2017,2017-02-24,10.1007/s11548-017-1536-2,28236117.0,https://doi.org/10.1007/s11548-017-1536-2,International Journal of Computer Assisted Radiology and Surgery,43,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,W2591481278; MED:28236117
A Simulation Study of Adaptive Force Controller for Medical Robotic Liver Ultrasound Guidance,2017,2017-10-24,10.1007/s13369-017-2893-4,,https://doi.org/10.1007/s13369-017-2893-4,Arabian Journal for Science and Engineering,26,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2766093896
Acoustic window planning for ultrasound acquisition,2017,2017-03-11,10.1007/s11548-017-1551-3,28285339.0,https://doi.org/10.1007/s11548-017-1551-3,International Journal of Computer Assisted Radiology and Surgery,23,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:28285339; W2592581620
Confidence-Driven Control of an Ultrasound Probe,2017,2017-08-04,10.1109/tro.2017.2723618,,https://doi.org/10.1109/tro.2017.2723618,IEEE Transactions on Robotics,82,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2729315639
Force-assisted ultrasound imaging system through dual force sensing and admittance robot control,2017,2017-03-25,10.1007/s11548-017-1566-9,28343302.0,https://doi.org/10.1007/s11548-017-1566-9,International Journal of Computer Assisted Radiology and Surgery,70,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,W2604039133; MED:28343302
Hybrid Control of a Semi-Autonomous Ultrasound Robot,2017,2017-01-01,,,https://openalex.org/W2747802042,Duo Research Archive (University of Oslo),1,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2747802042
Impact of robotic ultrasound image guidance on plan quality in SBRT of the prostate,2017,2017-07-27,10.1259/bjr.20160926,28749165.0,https://doi.org/10.1259/bjr.20160926,British Journal of Radiology,10,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:28749165; W2740790076
Initial Experience Using a Telerobotic Ultrasound System for Adult Abdominal Sonography,2017,2017-01-31,10.1016/j.carj.2016.08.002,28159435.0,https://doi.org/10.1016/j.carj.2016.08.002,Canadian Association of Radiologists Journal,67,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,W2585532967; MED:28159435
On the reproducibility of expert-operated and robotic ultrasound acquisitions,2017,2017-03-20,10.1007/s11548-017-1561-1,28321804.0,https://doi.org/10.1007/s11548-017-1561-1,International Journal of Computer Assisted Radiology and Surgery,73,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:28321804; W2599839468
Safety Profile of Uterine Myoma Treatment Using Noninvasive Robotic Ultrasound-Guided Shell Ablation,2017,2017-10-11,10.1016/j.jmig.2017.08.528,,https://doi.org/10.1016/j.jmig.2017.08.528,Journal of Minimally Invasive Gynecology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2763746804
"Short-Term Improvements in Menstrual Bleeding, Uterine Myoma Volume, and Myoma-Related Symptoms Following Noninvasive Robotic Ultrasound-Guided Shell Ablation",2017,2017-10-11,10.1016/j.jmig.2017.08.529,,https://doi.org/10.1016/j.jmig.2017.08.529,Journal of Minimally Invasive Gynecology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2764076388
The use of technology to improve health care to Saskatchewan's First Nations communities.,2017,2017-06-01,10.14745/ccdr.v43i06a01,29770076.0,https://doi.org/10.14745/ccdr.v43i06a01,Canada communicable disease report = Releve des maladies transmissibles au Canada,20,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),Europe PMC,MED:29770076
Ultrasound elastography for intra-operative use and renal tissue imaging,2017,2017-01-01,10.14288/1.0343641,,https://doi.org/10.14288/1.0343641,cIRcle (University of British Columbia),1,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W2610026176
Uterine Myoma Treatment Speeds Achieved Using Noninvasive Robotic Ultrasound-Guided Shell Ablation,2017,2017-10-11,10.1016/j.jmig.2017.08.117,,https://doi.org/10.1016/j.jmig.2017.08.117,Journal of Minimally Invasive Gynecology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2763482409
A CNN-based classifier for probe to skin contact in a robotic ultrasound system,2018,2018-01-01,,,https://openalex.org/W2972413191,82,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W2972413191
